CALDT,TDBID_10,TDASK_10
20120514,102.3671875,102.375
20120515,102.328125,102.3359375
20120516,102.375,102.3828125
20120517,102.890625,102.953125
20120518,102.6953125,102.703125
20120521,102.5390625,102.5546875
20120522,102.28125,102.2890625
20120523,102.59375,102.65625
20120524,102.234375,102.25
20120525,102.578125,102.5859375
20120529,102.5078125,102.515625
20120530,103.6484375,103.65625
20120531,154.203125,154.28125
20120601,155.4921875,155.5703125
20120604,154.65625,154.734375
20120605,154.0078125,154.0859375
20120606,153.0078125,153.03125
20120607,153.2421875,153.2734375
20120608,153.2421875,153.3203125
20120611,153.84375,153.875
20120612,152.84375,152.921875
20120613,153.671875,153.75
20120614,153.1015625,153.171875
20120615,153.8515625,153.9453125
20120618,153.8984375,153.984375
20120619,153.359375,153.4375
20120620,152.9453125,152.96875
20120621,153.4296875,153.4921875
20120622,152.7109375,152.7890625
20120625,153.5703125,153.6484375
20120626,153.2421875,153.3203125
20120627,153.3359375,153.4140625
20120628,153.78125,153.859375
20120629,100.90625,100.96875
20120702,101.4375,101.5
20120703,101.0703125,101.1328125
20120705,101.375,101.4375
20120706,101.78125,101.84375
20120709,102.1171875,102.1796875
20120710,102.21875,102.28125
20120711,102.0859375,102.1484375
20120712,102.46875,102.53125
20120713,102.359375,102.421875
20120716,102.4765625,102.5390625
20120717,102.1640625,102.2265625
20120718,102.2890625,102.3515625
20120719,102.171875,102.234375
20120720,102.6484375,102.7109375
20120723,102.921875,102.984375
20120724,103.28125,103.34375
20120725,103.1953125,103.2578125
20120726,102.7890625,102.8515625
20120727,101.8046875,101.8671875
20120730,102.21875,102.28125
20120731,154.71875,154.796875
20120801,154.015625,154.09375
20120802,154.5546875,154.6328125
20120803,153.4609375,153.5390625
20120806,153.40625,153.484375
20120807,152.7109375,152.7890625
20120808,152.4140625,152.484375
20120809,152.359375,152.40625
20120810,152.78125,152.828125
20120813,152.6015625,152.6640625
20120814,151.6875,151.7421875
20120815,150.7421875,150.78125
20120816,150.5234375,150.5703125
20120817,150.75,150.796875
20120820,150.796875,150.84375
20120821,150.8828125,150.9296875
20120822,152.1796875,152.203125
20120823,152.3125,152.359375
20120824,152.203125,152.25
20120827,152.59375,152.640625
20120828,152.8203125,152.8671875
20120829,152.625,152.671875
20120830,152.9140625,152.9609375
20120831,153.734375,153.78125
20120904,153.4375,153.4765625
20120905,153.140625,153.21875
20120906,152.1875,152.234375
20120907,152.296875,152.3515625
20120910,152.46875,152.5
20120911,151.90625,151.953125
20120912,151.2265625,151.2734375
20120913,151.609375,151.65625
20120914,150.0234375,150.0703125
20120917,150.34375,150.375
20120918,150.671875,150.7421875
20120919,151.1171875,151.1640625
20120920,151.171875,151.2421875
20120921,151.2734375,151.3203125
20120924,151.7421875,151.7890625
20120925,152.2578125,152.3359375
20120926,152.8984375,152.9453125
20120927,152.3828125,152.4375
20120928,99.8828125,99.9453125
20121001,99.9765625,100.0390625
20121002,100.015625,100.078125
20121003,100.0625,100.125
20121004,99.5234375,99.5859375
20121005,98.8984375,98.9609375
20121009,99.171875,99.234375
20121010,99.515625,99.578125
20121011,99.5703125,99.6328125
20121012,99.6796875,99.7421875
20121015,99.59375,99.65625
20121016,99.125,99.1875
20121017,98.2265625,98.2890625
20121018,98.0859375,98.1484375
20121019,98.7109375,98.7734375
20121022,98.2734375,98.3359375
20121023,98.7734375,98.8359375
20121024,98.5,98.5625
20121025,98.171875,98.234375
20121026,98.8828125,98.9453125
20121029,99.1015625,99.1640625
20121031,155.734375,155.8125
20121101,155.28125,155.359375
20121102,155.3359375,155.4140625
20121105,155.671875,155.75
20121106,154.953125,155.03125
20121107,156.1640625,156.2421875
20121108,156.9765625,157.0234375
20121109,156.96875,157.015625
20121113,157.125,157.1640625
20121114,157.1484375,157.1875
20121115,157.0703125,157.1171875
20121116,157.1875,157.234375
20121119,156.8125,156.859375
20121120,156.203125,156.25
20121121,155.953125,156
20121123,155.84375,155.890625
20121126,156.1484375,156.1953125
20121127,156.4453125,156.4921875
20121128,156.53125,156.578125
20121129,156.7109375,156.7578125
20121130,156.6171875,156.6640625
20121203,156.4765625,156.5234375
20121204,156.7421875,156.7734375
20121205,156.9140625,156.9375
20121206,156.9296875,156.9765625
20121207,156.4453125,156.4921875
20121210,156.46875,156.515625
20121211,156.0546875,156.078125
20121212,155.5234375,155.6171875
20121213,155.1953125,155.2421875
20121214,155.4921875,155.53125
20121217,154.6875,154.7109375
20121218,154.0859375,154.1328125
20121219,154.2890625,154.3359375
20121220,154.3203125,154.3671875
20121221,154.6640625,154.7109375
20121224,154.5546875,154.6015625
20121226,154.78125,154.8515625
20121227,154.984375,155.03125
20121228,155.3046875,155.3515625
20121231,150.609375,150.6875
20130102,149.6953125,149.71875
20130103,148.796875,148.875
20130104,148.953125,148.984375
20130107,148.921875,149
20130108,149.265625,149.2890625
20130109,149.328125,149.40625
20130110,148.9140625,148.9609375
20130111,149.2265625,149.3046875
20130114,149.4765625,149.515625
20130115,149.5625,149.6171875
20130116,149.7890625,149.8203125
20130117,149.0546875,149.1015625
20130118,149.4375,149.46875
20130122,149.421875,149.5
20130123,149.6484375,149.671875
20130124,149.328125,149.421875
20130125,148.109375,148.1875
20130128,147.9921875,148.0703125
20130129,147.5625,147.640625
20130130,147.6484375,147.7265625
20130131,147.71875,147.796875
20130201,147.3359375,147.4140625
20130204,148.078125,148.1484375
20130205,147.546875,147.625
20130206,148.0078125,148.0859375
20130207,148.03125,148.0390625
20130208,148.0078125,148.0859375
20130211,147.8359375,147.8984375
20130212,147.7265625,147.7734375
20130213,147.109375,147.125
20130214,147.765625,147.8359375
20130215,147.6640625,147.7265625
20130219,147.359375,147.40625
20130220,147.5,147.59375
20130221,147.8984375,147.9453125
20130222,147.984375,148.03125
20130225,149.1640625,149.21875
20130226,148.9140625,148.953125
20130227,148.6796875,148.7265625
20130228,148.921875,149.015625
20130301,149.3046875,149.3671875
20130304,148.9140625,148.9609375
20130305,148.6484375,148.671875
20130306,148.1640625,148.203125
20130307,147.4765625,147.5
20130308,146.890625,146.9375
20130311,146.6953125,146.734375
20130312,147.1796875,147.203125
20130313,147.125,147.1640625
20130314,147.015625,147.0546875
20130315,147.4375,147.5078125
20130318,147.8828125,147.9296875
20130319,148.4375,148.4765625
20130320,147.765625,147.8046875
20130321,148.2890625,148.328125
20130322,148.109375,148.171875
20130325,148.171875,148.1953125
20130326,148.28125,148.3046875
20130327,149.0234375,149.0546875
20130328,101.3125,101.375
20130401,101.4765625,101.5390625
20130402,101.21875,101.28125
20130403,101.65625,101.71875
20130404,102.1171875,102.1796875
20130405,102.5625,102.625
20130408,102.2421875,102.3046875
20130409,102.21875,102.28125
20130410,101.7265625,101.7890625
20130411,101.8515625,101.9140625
20130412,102.484375,102.546875
20130415,102.8515625,102.9140625
20130416,102.46875,102.53125
20130417,102.71875,102.78125
20130418,102.8046875,102.8671875
20130419,102.6015625,102.6640625
20130422,102.734375,102.796875
20130423,102.6015625,102.6640625
20130424,102.625,102.6875
20130425,102.5859375,102.6484375
20130426,103,103.0625
20130429,102.9296875,102.9921875
20130430,102.9140625,102.9765625
20130501,103.296875,103.359375
20130502,103.34375,103.40625
20130503,102.3046875,102.3671875
20130506,102.109375,102.171875
20130507,101.9453125,102.0078125
20130508,102.0625,102.125
20130509,102.0625,102.125
20130510,101.28125,101.34375
20130513,101.0859375,101.1484375
20130514,100.6015625,100.6640625
20130515,100.9375,101
20130516,101.4296875,101.4921875
20130517,100.796875,100.859375
20130520,100.671875,100.734375
20130521,101.0390625,101.1015625
20130522,100.0234375,100.0859375
20130523,100.2109375,100.2734375
20130524,100.2890625,100.3515625
20130528,98.890625,98.953125
20130529,99.328125,99.390625
20130530,99.359375,99.421875
20130531,138.4140625,138.4375
20130603,138.4609375,138.5390625
20130604,138.09375,138.1484375
20130605,138.7265625,138.75
20130606,138.8359375,138.875
20130607,137.7109375,137.7890625
20130610,137.3046875,137.3984375
20130611,137.5234375,137.6171875
20130612,137.0703125,137.1640625
20130613,137.921875,138
20130614,138.125,138.21875
20130617,137.515625,137.609375
20130618,137.4609375,137.546875
20130619,135.7265625,135.8046875
20130620,134.9453125,135.0234375
20130621,133.6875,133.765625
20130624,133.546875,133.625
20130625,132.8203125,132.8984375
20130626,133.578125,133.65625
20130627,134.28125,134.375
20130628,93.5625,93.625
20130701,93.625,93.6875
20130702,93.703125,93.765625
20130703,93.3984375,93.4609375
20130705,91.46875,91.53125
20130708,92.3125,92.375
20130709,92.34375,92.40625
20130710,92.421875,92.484375
20130711,92.8515625,92.9140625
20130712,92.7890625,92.8515625
20130715,93.1484375,93.2109375
20130716,93.203125,93.265625
20130717,93.5703125,93.6328125
20130718,93.2265625,93.2890625
20130719,93.6171875,93.6796875
20130722,93.625,93.6875
20130723,93.4296875,93.4921875
20130724,92.734375,92.796875
20130725,92.8828125,92.9453125
20130726,92.953125,93.015625
20130729,92.625,92.6875
20130730,92.5625,92.625
20130731,132.953125,132.96875
20130801,131.6015625,131.609375
20130802,132.6796875,132.7265625
20130805,132.2734375,132.3046875
20130806,132.234375,132.25
20130807,132.703125,132.7265625
20130808,132.8984375,132.9296875
20130809,132.96875,132.9765625
20130812,132.5234375,132.5546875
20130813,131.5234375,131.546875
20130814,131.5859375,131.59375
20130815,131.0234375,131.046875
20130816,130.4765625,130.5
20130819,129.828125,129.875
20130820,130.46875,130.515625
20130821,129.6796875,129.7265625
20130822,129.78125,129.796875
20130823,130.4453125,130.4765625
20130826,130.703125,130.75
20130827,131.5,131.59375
20130828,130.9296875,130.9375
20130829,130.96875,130.9765625
20130830,130.6796875,130.71875
20130903,129.9296875,129.953125
20130904,129.5546875,129.5703125
20130905,128.5625,128.59375
20130906,129.140625,129.1640625
20130909,129.3359375,129.3671875
20130910,128.828125,128.8515625
20130911,129.3203125,129.3671875
20130912,129.359375,129.3984375
20130913,129.59375,129.6171875
20130916,129.7890625,129.8046875
20130917,129.9453125,129.9609375
20130918,131.609375,131.6484375
20130919,130.96875,130.9921875
20130920,131.1484375,131.1953125
20130923,131.5,131.5078125
20130924,131.953125,131.9609375
20130925,132.265625,132.2734375
20130926,132.0390625,132.0703125
20130927,132.28125,132.34375
20130930,99.0234375,99.0859375
20131001,98.65625,98.71875
20131002,98.953125,99.015625
20131003,99.0390625,99.1015625
20131004,98.703125,98.765625
20131007,98.8828125,98.9453125
20131008,98.828125,98.890625
20131009,98.5625,98.625
20131010,98.40625,98.46875
20131011,98.359375,98.421875
20131015,98,98.0625
20131016,98.546875,98.609375
20131017,99.203125,99.265625
20131018,99.3046875,99.3671875
20131021,99.09375,99.15625
20131022,99.8515625,99.9140625
20131023,99.953125,100.015625
20131024,99.8046875,99.8671875
20131025,99.890625,99.953125
20131028,99.765625,99.828125
20131029,99.921875,99.984375
20131030,99.625,99.6875
20131031,99.5,99.5625
20131101,98.9140625,98.9765625
20131104,99.078125,99.140625
20131105,98.5078125,98.5703125
20131106,98.734375,98.796875
20131107,99.1015625,99.1640625
20131108,97.84375,97.90625
20131112,97.6328125,97.6953125
20131113,98.265625,98.328125
20131114,98.5,98.5625
20131115,98.40625,98.46875
20131118,98.71875,98.78125
20131119,98.421875,98.484375
20131120,97.6484375,97.7109375
20131121,97.75,97.8125
20131122,98.09375,98.15625
20131125,98.2109375,98.2734375
20131126,98.390625,98.453125
20131127,98.125,98.1875
20131129,98.078125,98.140625
20131202,97.6484375,97.7109375
20131203,97.7421875,97.8046875
20131204,97.3203125,97.3828125
20131205,96.9921875,97.0546875
20131206,97.1484375,97.2109375
20131209,97.3046875,97.3671875
20131210,97.6484375,97.7109375
20131211,97.203125,97.265625
20131212,97.0390625,97.1015625
20131213,97.1640625,97.2265625
20131216,97.03125,97.09375
20131217,97.390625,97.453125
20131218,96.90625,96.96875
20131219,96.625,96.6875
20131220,96.9296875,96.9921875
20131223,96.6328125,96.6953125
20131224,96.203125,96.265625
20131226,96.125,96.1875
20131227,96.03125,96.09375
20131230,96.28125,96.34375
20131231,97.59375,97.65625
20140102,97.9296875,97.9921875
20140103,97.859375,97.921875
20140106,98.203125,98.265625
20140107,98.3515625,98.4140625
20140108,97.9375,98
20140109,98.140625,98.203125
20140110,99.03125,99.09375
20140113,99.328125,99.390625
20140114,98.9453125,99.0078125
20140115,98.7578125,98.8203125
20140116,99.1796875,99.2421875
20140117,99.375,99.4375
20140121,99.28125,99.34375
20140122,98.9921875,99.0546875
20140123,99.734375,99.796875
20140124,100.2578125,100.3203125
20140127,99.9765625,100.0390625
20140128,99.9609375,100.0234375
20140129,100.59375,100.65625
20140130,100.421875,100.484375
20140131,100.8515625,100.9140625
20140203,101.4453125,101.5078125
20140204,101,101.0625
20140205,100.6640625,100.7265625
20140206,100.359375,100.421875
20140207,100.5234375,100.5859375
20140210,100.671875,100.734375
20140211,100.1640625,100.2265625
20140212,99.8671875,99.9296875
20140213,100.3671875,100.4296875
20140214,100.265625,100.328125
20140218,100.5703125,100.6328125
20140219,100.2734375,100.3359375
20140220,100.1875,100.25
20140221,100.3671875,100.4296875
20140224,100.2890625,100.3515625
20140225,100.609375,100.671875
20140226,100.9296875,100.9921875
20140227,101.1484375,101.2109375
20140228,101.0859375,101.1484375
20140303,101.5,101.5625
20140304,100.671875,100.734375
20140305,100.6015625,100.6640625
20140306,100.3359375,100.3984375
20140307,99.8828125,99.9453125
20140310,99.96875,100.0390625
20140311,100.046875,100.109375
20140312,100.390625,100.453125
20140313,101.109375,101.171875
20140314,101.0546875,101.1171875
20140317,100.71875,100.78125
20140318,100.8984375,100.9609375
20140319,100.03125,100.09375
20140320,100.0390625,100.1015625
20140321,100.28125,100.34375
20140324,100.3828125,100.4453125
20140325,100.21875,100.28125
20140326,100.7109375,100.7734375
20140327,100.765625,100.828125
20140328,100.4375,100.5
20140331,100.2265625,100.2890625
20140401,99.9453125,100.0078125
20140402,99.4921875,99.5546875
20140403,99.546875,99.609375
20140404,100.21875,100.28125
20140407,100.375,100.4375
20140408,100.546875,100.609375
20140409,100.46875,100.53125
20140410,100.8515625,100.9140625
20140411,101.0390625,101.1015625
20140414,100.84375,100.90625
20140415,101.03125,101.09375
20140416,101.0078125,101.0703125
20140417,100.1953125,100.2578125
20140421,100.2578125,100.3203125
20140422,100.3125,100.375
20140423,100.3828125,100.4453125
20140424,100.5390625,100.6015625
20140425,100.7109375,100.7734375
20140428,100.3828125,100.4453125
20140429,100.4609375,100.5234375
20140430,100.84375,100.90625
20140501,101.1484375,101.2109375
20140502,101.3984375,101.4609375
20140505,101.1796875,101.2421875
20140506,101.3203125,101.3828125
20140507,101.3671875,101.4296875
20140508,101.375,101.4375
20140509,101.296875,101.359375
20140512,100.9609375,101.0234375
20140513,101.3828125,101.4453125
20140514,101.96875,102.03125
20140515,102.4296875,102.4921875
20140516,102.125,102.1875
20140519,101.953125,102.015625
20140520,102.234375,102.296875
20140521,102.046875,102.109375
20140522,101.890625,101.953125
20140523,102.0625,102.125
20140527,102.21875,102.28125
20140528,102.8359375,102.8984375
20140529,102.6484375,102.7109375
20140530,102.5546875,102.6171875
20140602,102.1015625,102.1640625
20140603,101.46875,101.53125
20140604,101.421875,101.484375
20140605,101.5859375,101.6484375
20140606,101.578125,101.640625
20140609,101.4140625,101.4765625
20140610,101.0859375,101.1484375
20140611,101.1328125,101.1953125
20140612,101.5390625,101.6015625
20140613,101.46875,101.53125
20140616,101.5234375,101.5859375
20140617,101.0390625,101.1015625
20140618,101.6171875,101.6796875
20140619,101.3125,101.375
20140620,101.453125,101.515625
20140623,101.28125,101.34375
20140624,101.6875,101.75
20140625,101.859375,101.921875
20140626,102.1328125,102.1953125
20140627,102.046875,102.109375
20140630,99.703125,99.765625
20140701,99.390625,99.453125
20140702,98.8828125,98.9453125
20140703,98.7578125,98.8203125
20140707,99.015625,99.078125
20140708,99.484375,99.546875
20140709,99.5234375,99.5859375
20140710,99.640625,99.703125
20140711,99.8125,99.875
20140714,99.546875,99.609375
20140715,99.546875,99.609375
20140716,99.71875,99.78125
20140717,100.4296875,100.4921875
20140718,100.109375,100.171875
20140721,100.25,100.3125
20140722,100.2890625,100.3515625
20140723,100.25,100.3125
20140724,99.9375,100
20140725,100.265625,100.328125
20140728,100.0859375,100.1484375
20140729,100.3046875,100.3671875
20140730,99.46875,99.53125
20140731,99.4765625,99.5390625
20140801,100.0234375,100.0859375
20140804,100.1328125,100.1953125
20140805,100.078125,100.140625
20140806,100.2109375,100.2734375
20140807,100.7421875,100.8046875
20140808,100.6328125,100.6953125
20140811,100.5859375,100.6484375
20140812,100.4140625,100.4765625
20140813,100.671875,100.734375
20140814,100.9140625,100.9765625
20140815,101.453125,101.515625
20140818,101,101.0625
20140819,100.9296875,100.9921875
20140820,100.6875,100.75
20140821,100.8515625,100.9140625
20140822,100.875,100.9375
20140825,101.0625,101.125
20140826,100.9375,101
20140827,101.28125,101.34375
20140828,101.4609375,101.5234375
20140829,147.234375,147.328125
20140902,146.3359375,146.4296875
20140903,146.609375,146.703125
20140904,145.9765625,146.0546875
20140905,145.890625,145.96875
20140908,145.71875,145.7578125
20140909,145.34375,145.3671875
20140910,144.9375,145.015625
20140911,144.8046875,144.8828125
20140912,144.1171875,144.1953125
20140915,144.34375,144.4140625
20140916,144.296875,144.34375
20140917,143.96875,144.046875
20140918,144.0390625,144.0625
20140919,144.3203125,144.3984375
20140922,144.546875,144.6015625
20140923,144.953125,145.03125
20140924,144.5625,144.640625
20140925,145.203125,145.28125
20140926,144.8984375,144.9765625
20140929,145.359375,145.4375
20140930,98.9609375,99.0234375
20141001,99.8828125,99.9453125
20141002,99.53125,99.59375
20141003,99.4375,99.5
20141006,99.5625,99.625
20141007,100.2734375,100.3359375
20141008,100.4375,100.5
20141009,100.4921875,100.5546875
20141010,100.8125,100.875
20141014,101.53125,101.59375
20141015,102.0546875,102.1171875
20141016,101.8828125,101.9453125
20141017,101.5625,101.625
20141020,101.578125,101.640625
20141021,101.3203125,101.3828125
20141022,101.3515625,101.4140625
20141023,100.859375,100.921875
20141024,100.90625,100.96875
20141027,100.9609375,101.0234375
20141028,100.6640625,100.7265625
20141029,100.484375,100.546875
20141030,100.5703125,100.6328125
20141031,146.5546875,146.6328125
20141103,146.484375,146.515625
20141104,146.5,146.578125
20141105,146.40625,146.484375
20141106,145.9296875,146.0078125
20141107,146.859375,146.9375
20141110,146.15625,146.234375
20141112,146.09375,146.171875
20141113,146.453125,146.5
20141114,146.6171875,146.6640625
20141117,146.390625,146.4375
20141118,146.65625,146.7109375
20141119,146.1640625,146.21875
20141120,146.4296875,146.4765625
20141121,146.703125,146.75
20141124,146.7109375,146.7578125
20141125,147.25,147.34375
20141126,147.3671875,147.4140625
20141128,148.125,148.171875
20141201,147.4609375,147.5078125
20141202,146.8125,146.859375
20141203,146.96875,147.015625
20141204,147.390625,147.484375
20141205,146.625,146.671875
20141208,147.1015625,147.1484375
20141209,147.6015625,147.6484375
20141210,148.1484375,148.1953125
20141211,148.1875,148.234375
20141212,149.046875,149.078125
20141215,148.5625,148.609375
20141216,149.2890625,149.3359375
20141217,148.34375,148.390625
20141218,147.546875,147.59375
20141219,148,148.046875
20141222,148.046875,148.09375
20141223,146.84375,146.890625
20141224,146.7578125,146.8046875
20141226,146.9609375,147.0078125
20141229,147.484375,147.53125
20141230,147.6328125,147.6796875
20141231,100.671875,100.734375
20150102,101.203125,101.265625
20150105,101.8984375,101.9609375
20150106,102.7421875,102.8046875
20150107,102.484375,102.546875
20150108,102.0234375,102.0859375
20150109,102.6640625,102.7265625
20150112,103.015625,103.078125
20150113,103.0703125,103.1328125
20150114,103.5078125,103.5703125
20150115,104.765625,104.828125
20150116,103.6640625,103.7265625
20150120,104.09375,104.15625
20150121,103.3125,103.375
20150122,103.4140625,103.4765625
20150123,104.0234375,104.0859375
20150126,103.7578125,103.8203125
20150127,103.7890625,103.8515625
20150128,104.734375,104.796875
20150129,104.4453125,104.5078125
20150130,155.6796875,155.7578125
20150202,155.3671875,155.4453125
20150203,153.7734375,153.8515625
20150204,154.3125,154.390625
20150205,153.5546875,153.6328125
20150206,151.796875,151.875
20150209,151.6484375,151.7265625
20150210,151.4453125,151.5234375
20150211,151.0625,151.140625
20150212,151.359375,151.40625
20150213,150.65625,150.703125
20150217,149.640625,149.6875
20150218,150.25,150.296875
20150219,149.9296875,149.9765625
20150220,149.8671875,149.9140625
20150223,150.3984375,150.4453125
20150224,151.3359375,151.3828125
20150225,151.4921875,151.5390625
20150226,150.8203125,150.8671875
20150227,151.1171875,151.1640625
20150302,150.140625,150.1875
20150303,149.734375,149.78125
20150304,149.8203125,149.8671875
20150305,149.8125,149.859375
20150306,148.3359375,148.3828125
20150309,148.96875,149.0625
20150310,149.5859375,149.6328125
20150311,149.9140625,150.0078125
20150312,149.828125,149.875
20150313,149.8828125,149.9609375
20150316,150.296875,150.34375
20150317,150.53125,150.578125
20150318,151.953125,152
20150319,151.4375,151.484375
20150320,151.8125,151.859375
20150323,152.09375,152.1875
20150324,152.6015625,152.65625
20150325,151.9765625,152.0234375
20150326,151.203125,151.25
20150327,151.46875,151.515625
20150330,151.703125,151.75
20150331,100.65625,100.71875
20150401,101.25,101.3125
20150402,100.7578125,100.8203125
20150403,101.390625,101.453125
20150406,100.890625,100.953125
20150407,101,101.0625
20150408,100.828125,100.890625
20150409,100.328125,100.390625
20150410,100.4375,100.5
20150413,100.609375,100.671875
20150414,100.8671875,100.9296875
20150415,100.9609375,101.0234375
20150416,100.9453125,101.0078125
20150417,101.15625,101.21875
20150420,100.9609375,101.0234375
20150421,100.7734375,100.8359375
20150422,100.140625,100.203125
20150423,100.34375,100.40625
20150424,100.7734375,100.8359375
20150427,100.65625,100.71875
20150428,99.921875,99.984375
20150429,99.609375,99.671875
20150430,99.6875,99.75
20150501,98.953125,99.015625
20150504,98.6953125,98.7578125
20150505,98.3515625,98.4140625
20150506,97.84375,97.90625
20150507,98.3671875,98.4296875
20150508,98.6640625,98.7265625
20150511,97.5234375,97.5859375
20150512,97.78125,97.84375
20150513,97.40625,97.46875
20150514,97.8671875,97.9296875
20150515,98.6484375,98.7109375
20150518,97.8828125,97.9453125
20150519,97.3828125,97.4453125
20150520,97.75,97.8125
20150521,98.25,98.3125
20150522,98.078125,98.140625
20150526,98.6875,98.75
20150527,98.78125,98.84375
20150528,98.7109375,98.7734375
20150529,143.7890625,143.8671875
20150601,143.140625,143.21875
20150602,142.171875,142.25
20150603,141.078125,141.15625
20150604,141.8671875,141.890625
20150605,140.734375,140.8125
20150608,140.953125,141.03125
20150609,140.4296875,140.46875
20150610,139.9453125,139.984375
20150611,141.078125,141.15625
20150612,140.9609375,141.0390625
20150615,141.328125,141.4140625
20150616,141.8046875,141.8828125
20150617,141.75,141.828125
20150618,141.65625,141.734375
20150619,142.4375,142.515625
20150622,141.15625,141.234375
20150623,140.7109375,140.7890625
20150624,141.09375,141.171875
20150625,140.703125,140.78125
20150626,139.9921875,140.0703125
20150629,141.6015625,141.6796875
20150630,97.9609375,98.0234375
20150701,97.359375,97.421875
20150702,97.7265625,97.7890625
20150706,98.53125,98.59375
20150707,98.8046875,98.8671875
20150708,99.359375,99.421875
20150709,98.25,98.3125
20150710,97.5546875,97.6171875
20150713,97.1171875,97.1796875
20150714,97.5546875,97.6171875
20150715,97.9765625,98.0390625
20150716,97.984375,98.046875
20150717,98.03125,98.09375
20150720,97.7890625,97.8515625
20150721,98.2265625,98.2890625
20150722,98.21875,98.28125
20150723,98.7109375,98.7734375
20150724,98.7734375,98.8359375
20150727,99.1640625,99.2265625
20150728,98.8671875,98.9296875
20150729,98.546875,98.609375
20150730,98.765625,98.828125
20150731,142.828125,142.90625
20150803,143.2265625,143.3046875
20150804,142.3359375,142.4296875
20150805,141.9375,142.015625
20150806,142.34375,142.421875
20150807,143,143.078125
20150810,142.265625,142.34375
20150811,143.203125,143.28125
20150812,143.1171875,143.1953125
20150813,142.5859375,142.6328125
20150814,142.4453125,142.4921875
20150817,142.796875,142.890625
20150818,142.53125,142.578125
20150819,143.2265625,143.2734375
20150820,143.890625,143.984375
20150821,144.1953125,144.2890625
20150824,144.4921875,144.5390625
20150825,143.734375,143.78125
20150826,142.53125,142.578125
20150827,142.4453125,142.4921875
20150828,142.4453125,142.4921875
20150831,142.0859375,142.1328125
20150901,142.765625,142.7890625
20150902,142.3984375,142.4375
20150903,142.6484375,142.6953125
20150904,142.9609375,143.0078125
20150908,142.375,142.421875
20150909,142.2421875,142.2890625
20150910,141.9921875,142.046875
20150911,142.2734375,142.3203125
20150914,142.3671875,142.4140625
20150915,141.21875,141.265625
20150916,141.140625,141.1875
20150917,142.2578125,142.3046875
20150918,142.7890625,142.8359375
20150921,142.09375,142.140625
20150922,142.8515625,142.8984375
20150923,142.6640625,142.7109375
20150924,142.8984375,142.9453125
20150925,142.53125,142.578125
20150928,143.265625,143.3125
20150929,143.734375,143.8125
20150930,99.6328125,99.6953125
20151001,99.625,99.6875
20151002,100,100.0625
20151005,99.453125,99.515625
20151006,99.6640625,99.7265625
20151007,99.3515625,99.4140625
20151008,99.0390625,99.1015625
20151009,99.1640625,99.2265625
