CALDT,TDBID,TDASK
20151001,102.9296875,102.9765625
20151002,103.2578125,103.3046875
20151005,103.03125,103.078125
20151006,103.125,103.171875
20151007,102.921875,102.96875
20151008,102.7890625,102.8359375
20151009,102.7734375,102.8203125
20151013,102.9921875,103.0390625
20151014,103.3828125,103.4296875
20151015,103.109375,103.15625
20151016,103.0390625,103.0859375
20151019,103.109375,103.15625
20151020,102.8515625,102.8984375
20151021,103.0078125,103.0546875
20151022,103.0234375,103.0703125
20151023,102.7109375,102.7578125
20151026,102.8046875,102.8515625
20151027,102.9375,102.984375
20151028,102.375,102.421875
20151029,102.140625,102.1875
20151030,100.9296875,100.9765625
20151102,100.7578125,100.8046875
20151103,100.5859375,100.6328125
20151104,100.359375,100.40625
20151105,100.359375,100.40625
20151106,99.8515625,99.8984375
20151109,99.7890625,99.8359375
20151110,99.890625,99.9375
20151112,99.9453125,99.9921875
20151113,100.2421875,100.2890625
20151116,100.2265625,100.2734375
20151117,100.2109375,100.2578125
20151118,100.1015625,100.1484375
20151119,100.1796875,100.2265625
20151120,100.125,100.171875
20151123,100.21875,100.265625
20151124,100.25,100.296875
20151125,100.21875,100.265625
20151127,100.3046875,100.3515625
20151130,101.4453125,101.4921875
20151201,101.734375,101.78125
20151202,101.5078125,101.5546875
20151203,101.0234375,101.0703125
20151204,101.125,101.171875
20151207,101.3046875,101.3515625
20151208,101.3828125,101.4296875
20151209,101.4609375,101.5078125
20151210,101.296875,101.34375
20151211,101.890625,101.9375
20151214,101.3984375,101.4453125
20151215,101.1796875,101.2265625
20151216,100.921875,100.96875
20151217,101.140625,101.1875
20151218,101.28125,101.3359375
20151221,101.3203125,101.3671875
20151222,101.15625,101.203125
20151223,101.1171875,101.1640625
20151224,101.1171875,101.1640625
20151228,101.125,101.171875
20151229,100.8203125,100.8671875
20151230,100.8515625,100.8984375
20151231,102.84375,102.890625
20160104,102.96875,103.015625
20160105,103.078125,103.125
20160106,103.4140625,103.4609375
20160107,103.625,103.671875
20160108,103.828125,103.875
20160111,103.640625,103.6875
20160112,103.9140625,103.9609375
20160113,103.953125,104
20160114,104.0703125,104.1171875
20160115,104.2734375,104.3203125
20160119,104.109375,104.15625
20160120,104.4296875,104.4765625
20160121,104.296875,104.34375
20160122,104.109375,104.15625
20160125,104.328125,104.375
20160126,104.375,104.421875
20160127,104.4765625,104.5234375
20160128,104.515625,104.5625
20160129,103.6484375,103.6953125
20160201,103.4296875,103.4765625
20160202,103.9453125,103.9921875
20160203,103.859375,103.90625
20160204,104.0859375,104.1328125
20160205,104.0234375,104.0703125
20160208,104.3984375,104.4453125
20160209,104.4453125,104.4921875
20160210,104.5859375,104.6328125
20160211,104.5546875,104.6015625
20160212,104.15625,104.203125
20160216,104.1484375,104.1953125
20160217,103.9140625,103.9609375
20160218,104.265625,104.3125
20160219,104.1015625,104.1484375
20160222,104.0703125,104.1171875
20160223,104.2421875,104.2890625
20160224,104.15625,104.203125
20160225,104.3359375,104.3828125
20160226,103.9609375,104.0078125
20160229,103.546875,103.59375
20160301,103.0390625,103.0859375
20160302,102.921875,102.96875
20160303,102.8984375,102.9453125
20160304,102.7578125,102.8046875
20160307,102.5546875,102.6015625
20160308,102.953125,103
20160309,102.7421875,102.7890625
20160310,102.46875,102.515625
20160311,102.25,102.296875
20160314,102.2578125,102.3046875
20160315,102.234375,102.28125
20160316,102.7734375,102.8203125
20160317,102.8046875,102.8515625
20160318,102.96875,103.015625
20160321,102.7734375,102.8203125
20160322,102.625,102.671875
20160323,102.8828125,102.9296875
20160324,102.7734375,102.8203125
20160328,102.84375,102.890625
20160329,103.3046875,103.3515625
20160330,103.4453125,103.4921875
20160331,104.9453125,104.9921875
20160401,104.8828125,104.9296875
20160404,104.9296875,104.9765625
20160405,105.09375,105.140625
20160406,104.984375,105.03125
20160407,105.2734375,105.3203125
20160408,105.1796875,105.2265625
20160411,105.1640625,105.2109375
20160412,104.875,104.921875
20160413,104.8203125,104.8671875
20160414,104.640625,104.6875
20160415,104.8515625,104.8984375
20160418,104.7421875,104.7890625
20160419,104.65625,104.703125
20160420,104.359375,104.40625
20160421,104.265625,104.3125
20160422,104.140625,104.1875
20160425,104.0390625,104.0859375
20160426,103.984375,104.03125
20160427,104.3046875,104.3515625
20160428,104.4921875,104.5390625
20160429,104.453125,104.5
20160502,104.34375,104.390625
20160503,104.6953125,104.7421875
20160504,104.78125,104.828125
20160505,104.9375,104.984375
20160506,104.8046875,104.8515625
20160509,104.96875,105.015625
20160510,104.8984375,104.9453125
20160511,104.9453125,104.9921875
20160512,104.7890625,104.8359375
20160513,104.921875,104.96875
20160516,104.65625,104.703125
20160517,104.4765625,104.5234375
20160518,104.0546875,104.1015625
20160519,104.109375,104.15625
20160520,104.171875,104.21875
20160523,104.125,104.171875
20160524,103.9453125,103.9921875
20160525,103.96875,104.015625
20160526,104.2109375,104.2578125
20160527,104.015625,104.0625
20160531,102.875,102.9375
20160601,102.890625,102.921875
20160602,103.0078125,103.0234375
20160603,103.625,103.6328125
20160606,103.53125,103.546875
20160607,103.6328125,103.671875
20160608,103.6328125,103.6640625
20160609,103.6796875,103.703125
20160610,103.9453125,103.9765625
20160613,104.1328125,104.140625
20160614,104.0859375,104.1015625
20160615,104.390625,104.421875
20160616,104.3125,104.3359375
20160617,104.1875,104.21875
20160620,103.8203125,103.859375
20160621,103.7421875,103.78125
20160622,103.859375,103.8671875
20160623,103.578125,103.6015625
20160624,104.4609375,104.4921875
20160627,104.8828125,104.9140625
20160628,104.7421875,104.7578125
20160629,104.4765625,104.5390625
20160630,105.3984375,105.4453125
20160701,105.3984375,105.4453125
20160705,105.6875,105.734375
20160706,105.671875,105.71875
20160707,105.578125,105.625
20160708,105.640625,105.6875
20160711,105.2734375,105.3203125
20160712,104.953125,105
20160713,105.0625,105.109375
20160714,104.875,104.921875
20160715,104.8046875,104.8515625
20160718,104.671875,104.71875
20160719,104.7890625,104.8359375
20160720,104.640625,104.6875
20160721,104.8515625,104.8984375
20160722,104.734375,104.78125
20160725,104.609375,104.65625
20160726,104.6015625,104.6484375
20160727,104.890625,104.9375
20160728,104.8984375,104.9453125
20160729,105.8359375,105.8828125
20160801,105.5703125,105.6171875
20160802,105.5078125,105.5546875
20160803,105.59375,105.640625
20160804,105.8125,105.859375
20160805,105.25,105.296875
20160808,105.2265625,105.2734375
20160809,105.3984375,105.4453125
20160810,105.5703125,105.6171875
20160811,105.2109375,105.2578125
20160812,105.4296875,105.4765625
20160815,105.25,105.296875
20160816,105.125,105.171875
20160817,105.25,105.296875
20160818,105.375,105.421875
20160819,105.09375,105.140625
20160822,105.203125,105.25
20160823,105.203125,105.25
20160824,105.203125,105.25
20160825,105.0625,105.109375
20160826,104.7109375,104.7578125
20160829,105.015625,105.0625
20160830,104.96875,105.015625
20160831,103.6796875,103.6953125
20160901,103.7734375,103.7890625
20160902,103.703125,103.734375
20160906,104.0625,104.09375
20160907,104.03125,104.046875
20160908,103.7734375,103.7890625
20160909,103.53125,103.5625
20160912,103.65625,103.6796875
20160913,103.4140625,103.421875
20160914,103.609375,103.625
20160915,103.75,103.765625
20160916,103.6328125,103.640625
20160919,103.5234375,103.5390625
20160920,103.625,103.640625
20160921,103.6796875,103.71875
20160922,103.7890625,103.796875
20160923,103.828125,103.84375
20160926,103.9921875,104.0234375
20160927,104.03125,104.0390625
20160928,103.9765625,103.9921875
20160929,104.0625,104.078125
20160930,104.5,104.546875
20161003,104.3515625,104.3984375
20161004,104.109375,104.15625
20161005,104.03125,104.078125
20161006,103.828125,103.875
20161007,103.9453125,103.9921875
20161011,103.7265625,103.7734375
20161012,103.7109375,103.7578125
20161013,103.875,103.921875
20161014,103.71875,103.765625
20161017,103.8984375,103.9453125
20161018,104.0390625,104.0859375
20161019,104.015625,104.0625
20161020,103.8671875,103.9140625
20161021,103.9609375,104.0078125
20161024,103.796875,103.84375
20161025,103.84375,103.890625
20161026,103.7109375,103.7578125
20161027,103.4765625,103.5234375
20161028,103.6015625,103.6484375
20161031,103.0859375,103.1328125
20161101,103.1484375,103.1953125
20161102,103.296875,103.34375
20161103,103.2734375,103.3203125
20161104,103.4296875,103.4765625
20161107,103.140625,103.1875
20161108,102.9609375,103.0078125
20161109,102.25,102.296875
20161110,101.8046875,101.8515625
20161114,101.1953125,101.2421875
20161115,101.3046875,101.3515625
20161116,101.2578125,101.3046875
20161117,100.953125,101
20161118,100.6796875,100.7265625
20161121,100.8515625,100.8984375
20161122,100.8125,100.859375
20161123,100.5234375,100.5703125
20161125,100.46875,100.515625
20161128,100.7109375,100.7578125
20161129,100.7421875,100.7890625
20161130,99.8671875,99.8828125
20161201,99.5859375,99.6171875
20161202,99.96875,100.0078125
20161205,99.8359375,99.859375
20161206,99.921875,99.953125
20161207,100.1484375,100.1640625
20161208,99.921875,99.953125
20161209,99.6953125,99.7265625
20161212,99.7265625,99.7578125
20161213,99.625,99.65625
20161214,98.9453125,98.9765625
20161215,98.8203125,98.828125
20161216,98.9453125,98.9609375
20161219,99.1484375,99.1796875
20161220,99.0546875,99.0703125
20161221,99.1484375,99.1796875
20161222,99.0703125,99.1015625
20161223,99.1328125,99.1640625
20161227,99.0234375,99.046875
20161228,99.2890625,99.3203125
20161229,99.5859375,99.6015625
20161230,100.8125,100.859375
