Open,High,Low,Close,Volume_(BTC),Volume_(Currency),Weighted_Price,TDBID_5,TDASK_5,TDBID_30,TDASK_30,TDBID_10,TDASK_10,Federal Funds (Effective),TCMNOM_M6,TCMNOM_Y10,TCMNOM_Y1,SPX Close,SPX Volume,CBOE S&P500 Volatility Index - Close,CBOE S&P100 Volatility Index - Close,CBOE NASDAQ Volatility Index - Close,CBOE DJIA Volatility Index - Close,TDBID_1,TDASK_1,delta_raw,delta_flg
2303.66992188,2377.0,2297.91992188,2366.06005859,115.297031742,268006.551734,2324.45500569,98.140625,98.15625,100.7890625,100.8515625,146.1640625,146.21875,0.1,0.07,2.36,0.15,2048.72,478726752.0,13.96,12.46,15.71,13.49,101.03125,101.046875,-62.39013671,0
47240.0,47240.0,44230.0,44730.0,0.417348391169,18762.4319534,45302.3885471,98.203125,98.25,101.21875,101.28125,146.4296875,146.4765625,0.1,0.07,2.34,0.14,2052.75,467789184.0,13.58,12.0,14.87,13.12,101.03125,101.046875,2510.0,1
304.692230225,305.0,284.339996338,285.522094727,3.14572603295,918.717424188,292.308464015,98.203125,98.25,101.21875,101.28125,146.4296875,146.4765625,0.1,0.07,2.34,0.14,2052.75,467789184.0,13.58,12.0,14.87,13.12,101.03125,101.046875,19.170135498,1
376.600006104,379.868988037,352.0,355.365997314,7.53448516473,2724.09484393,363.108787231,98.203125,98.25,101.21875,101.28125,146.4296875,146.4765625,0.1,0.07,2.34,0.14,2052.75,467789184.0,13.58,12.0,14.87,13.12,101.03125,101.046875,21.23400879,1
378.320007324,381.799987793,351.799987793,356.489990234,12.4820623084,4541.92167818,366.295481046,98.203125,98.25,101.21875,101.28125,146.4296875,146.4765625,0.1,0.07,2.34,0.14,2052.75,467789184.0,13.58,12.0,14.87,13.12,101.03125,101.046875,21.83001709,1
389.997955322,389.997955322,354.329101562,354.38192749,0.684366301681,250.611164093,366.573775934,98.203125,98.25,101.21875,101.28125,146.4296875,146.4765625,0.1,0.07,2.34,0.14,2052.75,467789184.0,13.58,12.0,14.87,13.12,101.03125,101.046875,35.616027832,1
44730.0,44830.0,42760.0,43950.0,0.212154908343,9320.48653762,43955.1493245,98.328125,98.3515625,101.9296875,101.9921875,146.703125,146.75,0.1,0.07,2.31,0.14,2063.5,741511872.0,12.9,11.24,14.71,12.57,101.03125,101.0625,780.0,1
285.512084961,289.980010986,277.0,283.0,3.03563475489,866.530910317,285.640296338,98.328125,98.3515625,101.9296875,101.9921875,146.703125,146.75,0.1,0.07,2.31,0.14,2063.5,741511872.0,12.9,11.24,14.71,12.57,101.03125,101.0625,2.512084961,1
355.37600708,358.572998047,339.618011475,346.359985352,6.57392916653,2287.93156567,348.52883298,98.328125,98.3515625,101.9296875,101.9921875,146.703125,146.75,0.1,0.07,2.31,0.14,2063.5,741511872.0,12.9,11.24,14.71,12.57,101.03125,101.0625,9.016021728,1
356.470001221,358.489990234,342.049987793,350.279998779,11.3697180171,3997.56525583,352.912127876,98.328125,98.3515625,101.9296875,101.9921875,146.703125,146.75,0.1,0.07,2.31,0.14,2063.5,741511872.0,12.9,11.24,14.71,12.57,101.03125,101.0625,6.190002442,1
350.405212402,360.0,342.659942627,360.0,0.234571429768,83.8663456781,354.021153041,98.328125,98.3515625,101.9296875,101.9921875,146.703125,146.75,0.1,0.07,2.31,0.14,2063.5,741511872.0,12.9,11.24,14.71,12.57,101.03125,101.0625,-9.594787598,0
44530.0,45980.0,43100.0,45980.0,0.403891542512,17791.2248959,44281.4236111,98.3828125,98.4453125,101.8828125,101.9453125,146.7109375,146.7578125,0.1,0.08,2.3,0.14,2069.41,493393984.0,12.62,10.75,14.25,12.37,101.03125,101.0546875,-1450.0,0
295.040008545,304.100006104,295.0,302.453918457,2.3591381867,708.420641308,299.606536225,98.3828125,98.4453125,101.8828125,101.9453125,146.7109375,146.7578125,0.1,0.08,2.3,0.14,2069.41,493393984.0,12.62,10.75,14.25,12.37,101.03125,101.0546875,-7.413909912,0
364.979003906,374.979003906,362.700012207,369.980987549,4.48551174642,1651.54656812,367.374037807,98.3828125,98.4453125,101.8828125,101.9453125,146.7109375,146.7578125,0.1,0.08,2.3,0.14,2069.41,493393984.0,12.62,10.75,14.25,12.37,101.03125,101.0546875,-5.001983643,0
367.190002441,389.989990234,366.670013428,374.609985352,13.9810020239,5276.80554121,375.731770621,98.3828125,98.4453125,101.8828125,101.9453125,146.7109375,146.7578125,0.1,0.08,2.3,0.14,2069.41,493393984.0,12.62,10.75,14.25,12.37,101.03125,101.0546875,-7.419982911,0
370.0,385.0,370.0,372.0,0.702547084074,263.728774309,374.370901108,98.3828125,98.4453125,101.8828125,101.9453125,146.7109375,146.7578125,0.1,0.08,2.3,0.14,2069.41,493393984.0,12.62,10.75,14.25,12.37,101.03125,101.0546875,-2.0,0
2241.98999023,2297.93994141,2229.5300293,2283.5,139.944541314,316311.708378,2258.3851091,98.3828125,98.4453125,101.8828125,101.9453125,146.7109375,146.7578125,0.1,0.08,2.3,0.14,2069.41,493393984.0,12.62,10.75,14.25,12.37,101.03125,101.0546875,-41.51000977,0
45980.0,48770.0,43960.0,45230.0,0.474296013258,22284.0918396,46641.7651286,98.515625,98.5546875,103.0703125,103.1328125,147.25,147.34375,0.1,0.07,2.27,0.14,2067.03,597605120.0,12.25,11.0,14.12,12.15,101.01953125,101.04296875,750.0,1
312.30166626,314.252990723,300.154998779,300.720001221,2.93895173004,896.847093713,305.581970286,98.515625,98.5546875,103.0703125,103.1328125,147.25,147.34375,0.1,0.07,2.27,0.14,2067.03,597605120.0,12.25,11.0,14.12,12.15,101.01953125,101.04296875,11.581665039,1
