CALDT,TDBID,TDASK
20130410,102.3359375,102.3984375
20130411,102.53125,102.59375
20130412,104.0703125,104.1328125
20130415,105.296875,105.359375
20130416,104.265625,104.328125
20130417,104.8828125,104.9453125
20130418,105.28125,105.34375
20130419,104.7421875,104.8046875
20130422,104.8671875,104.9296875
20130423,104.375,104.4375
20130424,104.5,104.5625
20130425,104.3515625,104.4140625
20130426,105.2109375,105.2734375
20130429,104.875,104.9375
20130430,104.8984375,104.9609375
20130501,105.90625,105.96875
20130502,106.0390625,106.1015625
20130503,103.3359375,103.3984375
20130506,102.859375,102.921875
20130507,102.515625,102.578125
20130508,102.6484375,102.7109375
20130509,102.5859375,102.6484375
20130510,100.9140625,100.9765625
20130513,100.1953125,100.2578125
20130514,99.0078125,99.0703125
20130515,99.71875,99.78125
20130516,100.8203125,100.8828125
20130517,99.453125,99.515625
20130520,99.2734375,99.3359375
20130521,100.1171875,100.1796875
20130522,98.4296875,98.4921875
20130523,98.9921875,99.0546875
20130524,99.3359375,99.3984375
20130528,96.5,96.5625
20130529,97.5234375,97.5859375
20130530,97.40625,97.46875
20130531,97.25,97.3125
20130603,97.5,97.5625
20130604,96.640625,96.703125
20130605,97.859375,97.921875
20130606,97.90625,97.96875
20130607,96.2109375,96.2734375
20130610,95.546875,95.609375
20130611,96.53125,96.59375
20130612,95.5546875,95.6171875
20130613,96.5390625,96.6015625
20130614,96.796875,96.859375
20130617,95.9453125,96.0078125
20130618,96.109375,96.171875
20130619,94.7890625,94.8515625
20130620,92.9921875,93.0546875
20130621,91.7890625,91.8515625
20130624,92.4140625,92.4765625
20130625,91.1171875,91.1796875
20130626,91.8828125,91.9453125
20130627,92.65625,92.71875
20130628,88.4296875,88.4921875
20130701,88.7890625,88.8515625
20130702,88.890625,88.953125
20130703,88.5390625,88.6015625
20130705,84.9140625,84.9765625
20130708,86.203125,86.265625
20130709,85.984375,86.046875
20130710,85.96875,86.03125
20130711,86.265625,86.328125
20130712,86.3359375,86.3984375
20130715,86.8984375,86.9609375
20130716,87.015625,87.078125
20130717,87.171875,87.234375
20130718,86.328125,86.390625
20130719,87.421875,87.453125
20130722,87.6171875,87.6796875
20130723,87.1171875,87.1796875
20130724,86.0078125,86.0703125
20130725,86.109375,86.171875
20130726,86.4140625,86.4765625
20130729,85.5703125,85.6328125
20130730,85.4296875,85.4921875
20130731,86.1640625,86.2265625
20130801,84.265625,84.328125
20130802,85.3984375,85.4609375
20130805,84.7265625,84.7890625
20130806,84.6875,84.75
20130807,85.375,85.4375
20130808,85.59375,85.65625
20130809,85.7265625,85.7890625
20130812,84.9375,85
20130813,83.75,83.8125
20130814,83.8359375,83.8984375
20130815,82.90625,82.96875
20130816,82.296875,82.359375
20130819,81.5078125,81.5703125
20130820,82.2265625,82.2890625
20130821,81.21875,81.28125
20130822,81.9296875,81.9921875
20130823,83.203125,83.265625
20130826,83.625,83.6875
20130827,84.7890625,84.8515625
20130828,84.09375,84.15625
20130829,84.453125,84.515625
20130830,84.6953125,84.7578125
20130903,83.21875,83.28125
20130904,83.1953125,83.2578125
20130905,81.8203125,81.8828125
20130906,82.1171875,82.1796875
20130909,82.3203125,82.3828125
20130910,81.6484375,81.7109375
20130911,82.28125,82.34375
20130912,82.3125,82.375
20130913,82.5546875,82.6171875
20130916,82.0625,82.125
20130917,82.5859375,82.6484375
20130918,83.921875,83.984375
20130919,83.0703125,83.1328125
20130920,83.703125,83.765625
20130923,84.28125,84.34375
20130924,85.1484375,85.2109375
20130925,85.15625,85.21875
20130926,84.7421875,84.8046875
20130927,84.890625,84.953125
20130930,98.8828125,98.9453125
20131001,98.3125,98.375
20131002,98.5703125,98.6328125
20131003,98.46875,98.53125
20131004,98.25,98.3125
20131007,98.7578125,98.8203125
20131008,98.7890625,98.8515625
20131009,97.9453125,98.0078125
20131010,97.984375,98.046875
20131011,97.796875,97.859375
20131015,97.015625,97.078125
20131016,98.265625,98.328125
20131017,99.34375,99.40625
20131018,99.6640625,99.7265625
20131021,99.1328125,99.1953125
20131022,100.234375,100.296875
20131023,100.5078125,100.5703125
20131024,100.1953125,100.2578125
20131025,100.40625,100.46875
20131028,100.0625,100.125
20131029,100.1875,100.25
20131030,99.65625,99.71875
20131031,99.6953125,99.7578125
20131101,98.6484375,98.7109375
20131104,98.7265625,98.7890625
20131105,97.359375,97.421875
20131106,97.3125,97.375
20131107,98.4609375,98.5234375
20131108,96.0625,96.125
20131112,95.875,95.90625
20131113,96.515625,96.578125
20131114,97.078125,97.140625
20131115,96.890625,96.953125
20131118,97.578125,97.640625
20131119,96.78125,96.84375
20131120,94.8515625,94.9140625
20131121,95.28125,95.34375
20131122,96.28125,96.34375
20131125,96.4609375,96.5234375
20131126,96.8046875,96.8671875
20131127,96.546875,96.609375
20131129,96.625,96.6875
20131202,95.84375,95.90625
20131203,96.0234375,96.0859375
20131204,95.09375,95.15625
20131205,94.8203125,94.8828125
20131206,95.265625,95.328125
20131209,95.5625,95.625
20131210,96.1328125,96.1953125
20131211,95.328125,95.390625
20131212,95.15625,95.21875
20131213,95.515625,95.578125
20131216,95.1875,95.25
20131217,95.640625,95.703125
20131218,94.9609375,95.0234375
20131219,94.9453125,95.0078125
20131220,96.390625,96.453125
20131223,95.9609375,96.0234375
20131224,95.25,95.3125
20131226,94.71875,94.78125
20131227,94.484375,94.546875
20131230,95.0625,95.125
20131231,96.1328125,96.1953125
20140102,96.953125,97.015625
20140103,96.890625,96.953125
20140106,97.296875,97.359375
20140107,97.59375,97.65625
20140108,97.4453125,97.5078125
20140109,97.671875,97.734375
20140110,99.078125,99.140625
20140113,99.53125,99.59375
20140114,99.015625,99.078125
20140115,98.6640625,98.7265625
20140116,99.546875,99.609375
20140117,99.984375,100.046875
20140121,99.984375,100.046875
20140122,99.78125,99.84375
20140123,101.171875,101.234375
20140124,102.0703125,102.1328125
20140127,101.484375,101.546875
20140128,101.3359375,101.3984375
20140129,102.390625,102.453125
20140130,102.078125,102.109375
20140131,102.7265625,102.7890625
20140203,103.984375,104.046875
20140204,102.671875,102.734375
20140205,101.8203125,101.8828125
20140206,101.4375,101.5
20140207,101.34375,101.40625
20140210,101.7578125,101.8203125
20140211,101.0703125,101.1328125
20140212,100.46875,100.53125
20140213,101.1796875,101.2421875
20140214,101.0234375,101.0859375
20140218,101.375,101.4375
20140219,100.71875,100.78125
20140220,100.546875,100.609375
20140221,101.0859375,101.1484375
20140224,101.0234375,101.0859375
20140225,101.7109375,101.7734375
20140226,102.3359375,102.3984375
20140227,102.953125,103.015625
20140228,103.09375,103.15625
20140303,103.65625,103.71875
20140304,101.90625,101.96875
20140305,101.921875,101.984375
20140306,101.1328125,101.1953125
20140307,100.59375,100.65625
20140310,100.5859375,100.6484375
20140311,100.8203125,100.8828125
20140312,101.4609375,101.5234375
20140313,102.9375,103
20140314,102.8046875,102.8671875
20140317,102.25,102.3125
20140318,102.5390625,102.6015625
20140319,101.7109375,101.7734375
20140320,101.6171875,101.6796875
20140321,102.671875,102.734375
20140324,103.5078125,103.5703125
20140325,102.9375,103
20140326,103.859375,103.921875
20140327,104.1640625,104.2265625
20140328,103.765625,103.828125
20140331,101.1953125,101.2578125
20140401,100.296875,100.359375
20140402,99.53125,99.59375
20140403,99.890625,99.953125
20140404,100.6953125,100.7578125
20140407,101.1953125,101.2578125
20140408,101.546875,101.609375
20140409,100.890625,100.953125
20140410,101.8671875,101.9296875
20140411,102.5703125,102.6328125
20140414,102.484375,102.546875
20140415,103.0078125,103.0703125
20140416,103.328125,103.390625
20140417,101.8203125,101.8828125
20140421,101.8203125,101.8828125
20140422,102.3359375,102.3984375
20140423,102.6484375,102.7109375
20140424,103.140625,103.203125
20140425,103.3203125,103.3828125
20140428,102.53125,102.59375
20140429,102.5078125,102.5703125
20140430,103.0234375,103.0859375
20140501,103.9140625,103.9765625
20140502,104.7890625,104.8515625
20140505,104.0078125,104.0703125
20140506,104.484375,104.546875
20140507,104.0859375,104.1484375
20140508,103.4765625,103.5390625
20140509,103.1953125,103.2578125
20140512,102.5390625,102.6015625
20140513,103.5078125,103.5703125
20140514,104.828125,104.890625
20140515,105.8125,105.875
20140516,105.421875,105.484375
20140519,104.640625,104.703125
20140520,104.6796875,104.7421875
20140521,104.125,104.1875
20140522,103.8515625,103.9140625
20140523,104.46875,104.53125
20140527,105.09375,105.15625
20140528,106.40625,106.46875
20140529,105.8359375,105.8984375
20140530,105.78125,105.84375
20140602,104.96875,105.03125
20140603,103.609375,103.671875
20140604,103.5703125,103.6328125
20140605,103.6640625,103.7265625
20140606,103.7421875,103.8046875
20140609,103.5703125,103.6328125
20140610,102.8203125,102.8828125
20140611,103.0390625,103.1015625
20140612,104.125,104.1875
20140613,104.0546875,104.1171875
20140616,104.421875,104.484375
20140617,103.5234375,103.5859375
20140618,104.3203125,104.3828125
20140619,103.0625,103.125
20140620,103.6796875,103.7421875
20140623,103.2734375,103.3359375
20140624,104.3203125,104.3828125
20140625,104.6875,104.75
20140626,105.171875,105.234375
20140627,104.96875,105.03125
20140630,100.234375,100.296875
20140701,99.5390625,99.6015625
20140702,98.375,98.4375
20140703,98.21875,98.28125
20140707,98.8203125,98.8828125
20140708,100,100.0625
20140709,99.9609375,100.0234375
20140710,100.046875,100.109375
20140711,100.6875,100.75
20140714,100.0234375,100.0859375
20140715,100.109375,100.171875
20140716,100.6640625,100.7265625
20140717,102,102.0625
20140718,101.59375,101.65625
20140721,102.2109375,102.2734375
20140722,102.34375,102.40625
20140723,102.0703125,102.1328125
20140724,101.46875,101.53125
20140725,102.5546875,102.6171875
20140728,102.25,102.3125
20140729,102.84375,102.90625
20140730,101.1484375,101.2109375
20140731,101.0625,101.125
20140801,101.7578125,101.8203125
20140804,101.578125,101.640625
20140805,101.6953125,101.7578125
20140806,101.96875,102.03125
20140807,102.84375,102.90625
20140808,102.71875,102.78125
20140811,102.4453125,102.5078125
20140812,101.8203125,101.8828125
20140813,102.4453125,102.5078125
20140814,103.484375,103.546875
20140815,104.75,104.8125
20140818,103.4609375,103.5234375
20140819,103.1875,103.25
20140820,103.046875,103.109375
20140821,103.6484375,103.7109375
20140822,104.2734375,104.3359375
20140825,104.7734375,104.8359375
20140826,104.1484375,104.2109375
20140827,105.3125,105.375
20140828,105.875,105.9375
20140829,105.828125,105.890625
20140902,103.90625,103.96875
20140903,104.5625,104.625
20140904,103.2421875,103.3046875
20140905,102.8828125,102.9453125
20140908,102.921875,102.984375
20140909,102.71875,102.78125
20140910,101.984375,102.046875
20140911,101.8828125,101.9453125
20140912,100.5625,100.625
20140915,100.578125,100.640625
20140916,100.2734375,100.3359375
20140917,100.1015625,100.1640625
20140918,100.5,100.5625
20140919,101.7265625,101.7890625
20140922,101.6484375,101.7109375
20140923,102.421875,102.484375
20140924,101.8515625,101.9140625
20140925,103.1640625,103.2265625
20140926,103.09375,103.15625
20140929,104.0625,104.125
20140930,98.578125,98.640625
20141001,100.6015625,100.6640625
20141002,99.640625,99.703125
20141003,99.9765625,100.0390625
20141006,99.90625,99.96875
20141007,101.484375,101.546875
20141008,101.234375,101.296875
20141009,101.4375,101.5
20141010,102.1875,102.25
20141014,103.328125,103.390625
20141015,104.0859375,104.1484375
20141016,103.703125,103.765625
20141017,103.046875,103.109375
20141020,103.0859375,103.1484375
20141021,102.6015625,102.6640625
20141022,102.59375,102.65625
20141023,101.5703125,101.6328125
20141024,101.5546875,101.6171875
20141027,101.6796875,101.7421875
20141028,101.0703125,101.1328125
20141029,101.3984375,101.4609375
20141030,101.484375,101.546875
20141031,101.1015625,101.1640625
20141103,101.140625,101.203125
20141104,101.46875,101.53125
20141105,101.2265625,101.2890625
20141106,100.375,100.4375
20141107,101.84375,101.90625
20141110,100.5859375,100.6484375
20141112,100.3515625,100.4140625
20141113,101.015625,101.078125
20141114,101.3515625,101.4140625
20141117,101.078125,101.140625
20141118,101.5703125,101.6328125
20141119,100.7890625,100.8515625
20141120,101.21875,101.28125
20141121,101.9296875,101.9921875
20141124,101.8828125,101.9453125
20141125,103.0703125,103.1328125
20141126,103.1875,103.25
20141128,104.5390625,104.6015625
20141201,103.109375,103.171875
20141202,102.109375,102.171875
20141203,102.65625,102.71875
20141204,103.6640625,103.7265625
20141205,103.0546875,103.1171875
20141208,104.296875,104.359375
20141209,105,105.0625
20141210,105.796875,105.859375
20141211,106.3203125,106.3828125
20141212,107.8125,107.875
20141215,107.6484375,107.7109375
20141216,108.8984375,108.9609375
20141217,108.0546875,108.1171875
20141218,106.125,106.1875
20141219,107.4609375,107.5234375
20141222,107.6875,107.75
20141223,105.3984375,105.4609375
20141224,105.7578125,105.8203125
20141226,106.140625,106.203125
20141229,107.09375,107.15625
20141230,107.421875,107.484375
20141231,105,105.0625
20150102,106.328125,106.390625
20150105,108.265625,108.328125
20150106,110.375,110.4375
20150107,109.8046875,109.8671875
20150108,108.25,108.3125
20150109,109.8125,109.875
20150112,110.5078125,110.5703125
20150113,110.4375,110.5
20150114,111.140625,111.203125
20150115,113.453125,113.484375
20150116,111.453125,111.515625
20150120,113.203125,113.265625
20150121,111.28125,111.34375
20150122,111.8203125,111.8828125
20150123,113.265625,113.328125
20150126,112.71875,112.78125
20150127,112.6640625,112.7265625
20150128,115.21875,115.28125
20150129,114.6328125,114.6953125
20150130,116.8046875,116.8671875
20150202,116.1640625,116.2265625
20150203,113.15625,113.21875
20150204,113.859375,113.921875
20150205,111.9375,112
20150206,109.7734375,109.8359375
20150209,109.21875,109.28125
20150210,108.71875,108.78125
20150211,108.53125,108.59375
20150212,108.7265625,108.7890625
20150213,107.2578125,107.3203125
20150217,105.59375,105.65625
20150218,105.953125,106.015625
20150219,105.4765625,105.5390625
20150220,105.8984375,105.9609375
20150223,107.078125,107.140625
20150224,108.5,108.5625
20150225,108.953125,109.015625
20150226,107.6796875,107.7421875
20150227,108.546875,108.609375
20150302,106.5703125,106.6328125
20150303,105.890625,105.953125
20150304,105.8046875,105.8671875
20150305,105.6015625,105.6640625
20150306,103.2890625,103.3515625
20150309,104.1328125,104.1953125
20150310,105.6953125,105.7578125
20150311,106.4609375,106.5234375
20150312,106.125,106.1875
20150313,106.15625,106.21875
20150316,107.3203125,107.3828125
20150317,108.2265625,108.2890625
20150318,110.2421875,110.3046875
20150319,109.8203125,109.8828125
20150320,110.328125,110.390625
20150323,110.171875,110.234375
20150324,111.21875,111.28125
20150325,110.28125,110.34375
20150326,108.671875,108.734375
20150327,109.53125,109.59375
20150330,109.3828125,109.4453125
20150331,99.203125,99.265625
20150401,100.6953125,100.7578125
20150402,99.3046875,99.3671875
20150403,100.265625,100.296875
20150406,98.8359375,98.8984375
20150407,99.578125,99.640625
20150408,99.375,99.4375
20150409,97.9375,98
20150410,98.296875,98.359375
20150413,98.453125,98.515625
20150414,99.0703125,99.1328125
20150415,99.1171875,99.1796875
20150416,98.4140625,98.4765625
20150417,99.5703125,99.6328125
20150420,98.6484375,98.7109375
20150421,98.2734375,98.3359375
20150422,96.640625,96.703125
20150423,96.828125,96.890625
20150424,97.71875,97.78125
20150427,97.640625,97.703125
20150428,95.8203125,95.8828125
20150429,94.84375,94.90625
20150430,95.0703125,95.1328125
20150501,93.3984375,93.4609375
20150504,92.453125,92.515625
20150505,91.8046875,91.8671875
20150506,90.296875,90.359375
20150507,91.7890625,91.8515625
20150508,92.0234375,92.0859375
20150511,89.421875,89.484375
20150512,89.90625,89.96875
20150513,88.5859375,88.6484375
20150514,89.234375,89.296875
20150515,91.15625,91.21875
20150518,89.265625,89.328125
20150519,88.4375,88.5
20150520,88.921875,88.984375
20150521,89.9921875,90.0546875
20150522,90.109375,90.171875
20150526,91.6796875,91.7421875
20150527,92.265625,92.328125
20150528,91.875,91.9375
20150529,92,92.0625
20150601,91.0625,91.125
20150602,89.5703125,89.6328125
20150603,88.0390625,88.1015625
20150604,89.140625,89.203125
20150605,87.828125,87.890625
20150608,87.796875,87.859375
20150609,86.8671875,86.9296875
20150610,86.0546875,86.1171875
20150611,88.1328125,88.1953125
20150612,87.984375,88.046875
20150615,88.2890625,88.3515625
20150616,89.1015625,89.1640625
20150617,88.1328125,88.1953125
20150618,87.515625,87.578125
20150619,88.9609375,89.0234375
20150622,86.953125,87.015625
20150623,86.328125,86.390625
20150624,87.1953125,87.2578125
20150625,86.703125,86.765625
20150626,85.625,85.6875
20150629,88.0625,88.125
20150630,97.5546875,97.6171875
20150701,96.09375,96.15625
20150702,96.3828125,96.4453125
20150706,98.359375,98.421875
20150707,99.171875,99.234375
20150708,100.453125,100.515625
20150709,97.625,97.6875
20150710,96.3203125,96.3828125
20150713,95.46875,95.53125
20150714,96.1953125,96.2578125
20150715,97.2734375,97.3359375
20150716,97.84375,97.90625
20150717,98.3515625,98.4140625
20150720,98.1328125,98.1953125
20150721,98.7421875,98.8046875
20150722,99.2265625,99.2890625
20150723,100.59375,100.65625
20150724,100.7109375,100.7734375
20150727,101.28125,101.34375
20150728,100.6484375,100.7109375
20150729,100.0078125,100.0703125
20150730,101.078125,101.140625
20150731,101.8125,101.875
20150803,102.9375,103
20150804,102.015625,102.078125
20150805,101.0546875,101.1171875
20150806,102.1015625,102.1640625
20150807,103.5859375,103.6484375
20150810,102.03125,102.09375
20150811,103.7890625,103.8515625
20150812,103.1640625,103.2265625
20150813,102.859375,102.921875
20150814,103.1171875,103.1796875
20150817,103.609375,103.671875
20150818,102.8125,102.875
20150819,103.625,103.6875
20150820,105.125,105.1875
20150821,105.546875,105.609375
20150824,105.4140625,105.4765625
20150825,103.921875,103.984375
20150826,101.1328125,101.1953125
20150827,101.3125,101.375
20150828,101.53125,101.59375
20150831,100.5234375,100.5859375
20150901,101.4765625,101.5390625
20150902,100.71875,100.78125
20150903,101.1171875,101.1796875
20150904,102.125,102.1875
20150908,100.6640625,100.7265625
20150909,100.5234375,100.5859375
20150910,100.09375,100.15625
20150911,100.78125,100.84375
20150914,100.7265625,100.7890625
20150915,98.4765625,98.5390625
20150916,98.28125,98.34375
20150917,99.7890625,99.8515625
20150918,101.15625,101.21875
20150921,99.4609375,99.5234375
20150922,101,101.0625
20150923,100.9375,101
20150924,101.53125,101.59375
20150925,100.7734375,100.8359375
20150928,102.375,102.4375
20150929,102.8359375,102.8984375
20150930,100.390625,100.453125
20151001,100.453125,100.515625
20151002,100.9140625,100.9765625
20151005,99.5078125,99.5703125
20151006,100.0390625,100.1015625
20151007,99.578125,99.640625
20151008,98.65625,98.71875
20151009,99.0859375,99.1484375
20151013,99.765625,99.828125
20151014,100.78125,100.84375
